MUNICÍPIO,ESTADO,ISOPLETA
Acrelândia,Acre,30
Assis Brasil,Acre,30
Brasiléia,Acre,30
Bujari,Acre,30
Capixaba,Acre,30
Cruzeiro do Sul,Acre,30
Epitaciolândia,Acre,30
Feijó,Acre,30
Jordão,Acre,30
Mâncio Lima,Acre,30
Manoel Urbano,Acre,30
Marechal Thaumaturgo,Acre,30
Plácido de Castro,Acre,30
Porto Acre,Acre,30
Porto Walter,Acre,30
Rio Branco,Acre,30
Rodrigues Alves,Acre,30
Santa Rosa do Purus,Acre,30
Sena Madureira,Acre,30
Senador Guiomard,Acre,30
Tarauacá,Acre,30
Xapuri,Acre,30
Água Branca,Alagoas,30
Anadia,Alagoas,30
Arapiraca,Alagoas,30
Atalaia,Alagoas,30
Barra de Santo Antônio,Alagoas,30
Barra de São Miguel,Alagoas,30
Batalha,Alagoas,30
Belém,Alagoas,30
Belo Monte,Alagoas,30
Boca da Mata,Alagoas,30
Branquinha,Alagoas,30
Cacimbinhas,Alagoas,30
Cajueiro,Alagoas,30
Campestre,Alagoas,30
Campo Alegre,Alagoas,30
Campo Grande,Alagoas,30
Canapi,Alagoas,30
Capela,Alagoas,30
Carneiros,Alagoas,30
Chã Preta,Alagoas,30
Coité do Nóia,Alagoas,30
Colônia Leopoldina,Alagoas,30
Coqueiro Seco,Alagoas,30
Coruripe,Alagoas,30
Craíbas,Alagoas,30
Delmiro Gouveia,Alagoas,30
Dois Riachos,Alagoas,30
Estrela de Alagoas,Alagoas,30
Feira Grande,Alagoas,30
Feliz Deserto,Alagoas,30
Flexeiras,Alagoas,30
Girau do Ponciano,Alagoas,30
Ibateguara,Alagoas,30
Igaci,Alagoas,30
Igreja Nova,Alagoas,30
Inhapi,Alagoas,30
Jacaré dos Homens,Alagoas,30
Jacuípe,Alagoas,30
Japaratinga,Alagoas,30
Jaramataia,Alagoas,30
Jequiá da Praia,Alagoas,30
Joaquim Gomes,Alagoas,30
Jundiá,Alagoas,30
Junqueiro,Alagoas,30
Lagoa da Canoa,Alagoas,30
Limoeiro de Anadia,Alagoas,30
Maceió,Alagoas,30
Major Isidoro,Alagoas,30
Mar Vermelho,Alagoas,30
Maragogi,Alagoas,30
Maravilha,Alagoas,30
Marechal Deodoro,Alagoas,30
Maribondo,Alagoas,30
Mata Grande,Alagoas,30
Matriz de Camaragibe,Alagoas,30
Messias,Alagoas,30
Minador do Negrão,Alagoas,30
Monteirópolis,Alagoas,30
Murici,Alagoas,30
Novo Lino,Alagoas,30
Olho D'água das Flores,Alagoas,30
Olho D'água do Casado,Alagoas,30
Olho D'água Grande,Alagoas,30
Olivença,Alagoas,30
Ouro Branco,Alagoas,30
Palestina,Alagoas,30
Palmeira dos Índios,Alagoas,30
Pão de Açúcar,Alagoas,30
Pariconha,Alagoas,30
Paripueira,Alagoas,30
Passo de Camaragibe,Alagoas,30
Paulo Jacinto,Alagoas,30
Penedo,Alagoas,30
Piaçabuçu,Alagoas,30
Pilar,Alagoas,30
Pindoba,Alagoas,30
Piranhas,Alagoas,30
Poço das Trincheiras,Alagoas,30
Porto Calvo,Alagoas,30
Porto de Pedras,Alagoas,30
Porto Real do Colégio,Alagoas,30
Quebrangulo,Alagoas,30
Rio Largo,Alagoas,30
Roteiro,Alagoas,30
Santa Luzia do Norte,Alagoas,30
Santana do Ipanema,Alagoas,30
Santana do Mundaú,Alagoas,30
São Brás,Alagoas,30
São José da Laje,Alagoas,30
São José da Tapera,Alagoas,30
São Luís do Quitunde,Alagoas,30
São Miguel dos Campos,Alagoas,30
São Miguel dos Milagres,Alagoas,30
São Sebastião,Alagoas,30
Satuba,Alagoas,30
Senador Rui Palmeira,Alagoas,30
Tanque D'arca,Alagoas,30
Taquarana,Alagoas,30
Teotônio Vilela,Alagoas,30
Traipu,Alagoas,30
União dos Palmares,Alagoas,30
Viçosa,Alagoas,30
Amapá,Amapá,30
Calçoene,Amapá,30
Cutias,Amapá,30
Ferreira Gomes,Amapá,30
Itaubal,Amapá,30
Laranjal do Jari,Amapá,30
Macapá,Amapá,30
Mazagão,Amapá,30
Oiapoque,Amapá,30
Pedra Branca do Amapari,Amapá,30
Porto Grande,Amapá,30
Pracuúba,Amapá,30
Santana,Amapá,30
Serra do Navio,Amapá,30
Tartarugalzinho,Amapá,30
Vitória do Jari,Amapá,30
Alvarães,Amazonas,35
Amaturá,Amazonas,30
Anamã,Amazonas,30
Anori,Amazonas,30
Apuí,Amazonas,30
Atalaia do Norte,Amazonas,30
Autazes,Amazonas,30
Barcelos,Amazonas,35
Barreirinha,Amazonas,30
Benjamin Constant,Amazonas,30
Beruri,Amazonas,30
Boa Vista do Ramos,Amazonas,30
Boca do Acre,Amazonas,30
Borba,Amazonas,30
Caapiranga,Amazonas,30
Canutama,Amazonas,30
Carauari,Amazonas,30
Careiro,Amazonas,30
Careiro da Várzea,Amazonas,30
Coari,Amazonas,30
Codajás,Amazonas,30
Eirunepé,Amazonas,30
Envira,Amazonas,30
Fonte Boa,Amazonas,35
Guajará,Amazonas,30
Humaitá,Amazonas,30
Ipixuna,Amazonas,30
Iranduba,Amazonas,30
Itacoatiara,Amazonas,30
Itamarati,Amazonas,30
Itapiranga,Amazonas,30
Japurá,Amazonas,35
Juruá,Amazonas,35
Jutaí,Amazonas,35
Lábrea,Amazonas,30
Manacapuru,Amazonas,30
Manaquiri,Amazonas,30
Manaus,Amazonas,30
Manicoré,Amazonas,30
Maraã,Amazonas,35
Maués,Amazonas,30
Nhamundá,Amazonas,30
Nova Olinda do Norte,Amazonas,30
Novo Airão,Amazonas,30
Novo Aripuanã,Amazonas,30
Parintins,Amazonas,30
Pauini,Amazonas,30
Presidente Figueiredo,Amazonas,30
Rio Preto da Eva,Amazonas,30
Santa Isabel do Rio Negro,Amazonas,35
Santo Antônio do Içá,Amazonas,35
São Gabriel da Cachoeira,Amazonas,35
São Paulo de Olivença,Amazonas,30
São Sebastião do Uatumã,Amazonas,30
Silves,Amazonas,30
Tabatinga,Amazonas,30
Tapauá,Amazonas,30
Tefé,Amazonas,35
Tonantins,Amazonas,35
Uarini,Amazonas,35
Urucará,Amazonas,30
Urucurituba,Amazonas,30
Abaíra,Bahia,30
Abaré,Bahia,30
Acajutiba,Bahia,30
Adustina,Bahia,30
Água Fria,Bahia,30
Aiquara,Bahia,30
Alagoinhas,Bahia,30
Alcobaça,Bahia,30
Almadina,Bahia,30
Amargosa,Bahia,30
Amélia Rodrigues,Bahia,30
América Dourada,Bahia,30
Anagé,Bahia,30
Andaraí,Bahia,30
Andorinha,Bahia,30
Angical,Bahia,30
Anguera,Bahia,30
Antas,Bahia,30
Antônio Cardoso,Bahia,30
Antônio Gonçalves,Bahia,30
Aporá,Bahia,30
Apuarema,Bahia,30
Araças,Bahia,30
Aracatu,Bahia,30
Araci,Bahia,30
Aramari,Bahia,30
Arataca,Bahia,30
Aratuípe,Bahia,30
Aurelino Leal,Bahia,30
Baianópolis,Bahia,30
Baixa Grande,Bahia,30
Banzaê,Bahia,30
Barra,Bahia,30
Barra da Estiva,Bahia,30
Barra do Choça,Bahia,30
Barra do Mendes,Bahia,30
Barra do Rocha,Bahia,30
Barreiras,Bahia,30
Barro Alto,Bahia,30
Barro Preto,Bahia,30
Barrocas,Bahia,30
Belmonte,Bahia,30
Belo Campo,Bahia,30
Biritinga,Bahia,30
Boa Nova,Bahia,30
Boa Vista do Tupim,Bahia,30
Bom Jesus da Lapa,Bahia,30
Bom Jesus da Serra,Bahia,30
Boninal,Bahia,30
Bonito,Bahia,30
Boquira,Bahia,30
Botuporã,Bahia,30
Brejões,Bahia,30
Brejolândia,Bahia,30
Brotas de Macaúbas,Bahia,30
Brumado,Bahia,30
Buerarema,Bahia,30
Buritirama,Bahia,30
Caatiba,Bahia,30
Cabaceiras do Paraguaçu,Bahia,30
Cachoeira,Bahia,30
Caculé,Bahia,30
Caém,Bahia,30
Caetanos,Bahia,30
Caetité,Bahia,30
Cafarnaum,Bahia,30
Cairu,Bahia,30
Caldeirão Grande,Bahia,30
Camacan,Bahia,30
Camaçari,Bahia,30
Camamu,Bahia,30
Campo Alegre de Lourdes,Bahia,30
Campo Formoso,Bahia,30
Canápolis,Bahia,30
Canarana,Bahia,30
Canavieiras,Bahia,30
Candeal,Bahia,30
Candeias,Bahia,30
Candiba,Bahia,30
Cândido Sales,Bahia,30
Cansanção,Bahia,30
Canudos,Bahia,30
Capela do Alto Alegre,Bahia,30
Capim Grosso,Bahia,30
Caraíbas,Bahia,30
Caravelas,Bahia,30
Cardeal da Silva,Bahia,30
Carinhanha,Bahia,30
Casa Nova,Bahia,30
Castro Alves,Bahia,30
Catolândia,Bahia,30
Catu,Bahia,30
Caturama,Bahia,30
Central,Bahia,30
Chorrochó,Bahia,30
Cícero Dantas,Bahia,30
Cipó,Bahia,30
Coaraci,Bahia,30
Cocos,Bahia,30
Conceição da Feira,Bahia,30
Conceição do Almeida,Bahia,30
Conceição do Coité,Bahia,30
Conceição do Jacuípe,Bahia,30
Conde,Bahia,30
Condeúba,Bahia,30
Contendas do Sincorá,Bahia,30
Coração de Maria,Bahia,30
Cordeiros,Bahia,30
Coribe,Bahia,30
Coronel João Sá,Bahia,30
Correntina,Bahia,30
Cotegipe,Bahia,30
Cravolândia,Bahia,30
Crisópolis,Bahia,30
Cristópolis,Bahia,30
Cruz das Almas,Bahia,30
Curaçá,Bahia,30
Dário Meira,Bahia,30
Dias D'ávila,Bahia,30
Dom Basílio,Bahia,30
Dom Macedo Costa,Bahia,30
Elísio Medrado,Bahia,30
Encruzilhada,Bahia,30
Entre Rios,Bahia,30
Érico Cardoso,Bahia,30
Esplanada,Bahia,30
Euclides da Cunha,Bahia,30
Eunápolis,Bahia,30
Fátima,Bahia,30
Feira da Mata,Bahia,30
Feira de Santana,Bahia,30
Filadélfia,Bahia,30
Firmino Alves,Bahia,30
Floresta Azul,Bahia,30
Formosa do Rio Preto,Bahia,30
Gandu,Bahia,30
Gavião,Bahia,30
Gentio do Ouro,Bahia,30
Glória,Bahia,30
Gongogi,Bahia,30
Governador Mangabeira,Bahia,30
Guajeru,Bahia,30
Guanambi,Bahia,30
Guaratinga,Bahia,30
Heliópolis,Bahia,30
Iaçu,Bahia,30
Ibiassucê,Bahia,30
Ibicaraí,Bahia,30
Ibicoara,Bahia,30
Ibicuí,Bahia,30
Ibipeba,Bahia,30
Ibipitanga,Bahia,30
Ibiquera,Bahia,30
Ibirapitanga,Bahia,30
Ibirapuã,Bahia,30
Ibirataia,Bahia,30
Ibitiara,Bahia,30
Ibititá,Bahia,30
Ibotirama,Bahia,30
Ichu,Bahia,30
Igaporã,Bahia,30
Igrapiúna,Bahia,30
Iguaí,Bahia,30
Ilhéus,Bahia,30
Inhambupe,Bahia,30
Ipecaetá,Bahia,30
Ipiaú,Bahia,30
Ipirá,Bahia,30
Ipupiara,Bahia,30
Irajuba,Bahia,30
Iramaia,Bahia,30
Iraquara,Bahia,30
Irará,Bahia,30
Irecê,Bahia,30
Itabela,Bahia,30
Itaberaba,Bahia,30
Itabuna,Bahia,30
Itacaré,Bahia,30
Itaeté,Bahia,30
Itagi,Bahia,30
Itagibá,Bahia,30
Itagimirim,Bahia,30
Itaguaçu da Bahia,Bahia,30
Itaju do Colônia,Bahia,30
Itajuípe,Bahia,30
Itamaraju,Bahia,30
Itamari,Bahia,30
Itambé,Bahia,30
Itanagra,Bahia,30
Itanhém,Bahia,30
Itaparica,Bahia,30
Itapé,Bahia,30
Itapebi,Bahia,30
Itapetinga,Bahia,30
Itapicuru,Bahia,30
Itapitanga,Bahia,30
Itaquara,Bahia,30
Itarantim,Bahia,30
Itatim,Bahia,30
Itiruçu,Bahia,30
Itiúba,Bahia,30
Itororó,Bahia,30
Ituaçu,Bahia,30
Ituberá,Bahia,30
Iuiú,Bahia,30
Jaborandi,Bahia,30
Jacaraci,Bahia,30
Jacobina,Bahia,30
Jaguaquara,Bahia,30
Jaguarari,Bahia,30
Jaguaripe,Bahia,30
Jandaíra,Bahia,30
Jequié,Bahia,30
Jeremoabo,Bahia,30
Jiquiriçá,Bahia,30
Jitaúna,Bahia,30
João Dourado,Bahia,30
Juazeiro,Bahia,30
Jucuruçu,Bahia,30
Jussara,Bahia,30
Jussari,Bahia,30
Jussiape,Bahia,30
Lafaiete Coutinho,Bahia,30
Lagoa Real,Bahia,30
Laje,Bahia,30
Lajedão,Bahia,30
Lajedinho,Bahia,30
Lajedo do Tabocal,Bahia,30
Lamarão,Bahia,30
Lapão,Bahia,30
Lauro de Freitas,Bahia,30
Lençóis,Bahia,30
Licínio de Almeida,Bahia,30
Livramento de Nossa Senhora,Bahia,30
Luís Eduardo Magalhães,Bahia,30
Macajuba,Bahia,30
Macarani,Bahia,30
Macaúbas,Bahia,30
Macururé,Bahia,30
Madre de Deus,Bahia,30
Maetinga,Bahia,30
Maiquinique,Bahia,30
Mairi,Bahia,30
Malhada,Bahia,30
Malhada de Pedras,Bahia,30
Manoel Vitorino,Bahia,30
Mansidão,Bahia,30
Maracás,Bahia,30
Maragogipe,Bahia,30
Maraú,Bahia,30
Marcionílio Souza,Bahia,30
Mascote,Bahia,30
Mata de São João,Bahia,30
Matina,Bahia,30
Medeiros Neto,Bahia,30
Miguel Calmon,Bahia,30
Milagres,Bahia,30
Mirangaba,Bahia,30
Mirante,Bahia,30
Monte Santo,Bahia,30
Morpará,Bahia,30
Morro do Chapéu,Bahia,30
Mortugaba,Bahia,30
Mucugê,Bahia,30
Mucuri,Bahia,30
Mulungu do Morro,Bahia,30
Mundo Novo,Bahia,30
Muniz Ferreira,Bahia,30
Muquém de São Francisco,Bahia,30
Muritiba,Bahia,30
Mutuípe,Bahia,30
Nazaré,Bahia,30
Nilo Peçanha,Bahia,30
Nordestina,Bahia,30
Nova Canaã,Bahia,30
Nova Fátima,Bahia,30
Nova Ibiá,Bahia,30
Nova Itarana,Bahia,30
Nova Redenção,Bahia,30
Nova Soure,Bahia,30
Nova Viçosa,Bahia,30
Novo Horizonte,Bahia,30
Novo Triunfo,Bahia,30
Olindina,Bahia,30
Oliveira dos Brejinhos,Bahia,30
Ouriçangas,Bahia,30
Ourolândia,Bahia,30
Palmas de Monte Alto,Bahia,30
Palmeiras,Bahia,30
Paramirim,Bahia,30
Paratinga,Bahia,30
Paripiranga,Bahia,30
Pau Brasil,Bahia,30
Paulo Afonso,Bahia,30
Pé de Serra,Bahia,30
Pedrão,Bahia,30
Pedro Alexandre,Bahia,30
Piatã,Bahia,30
Pilão Arcado,Bahia,30
Pindaí,Bahia,30
Pindobaçu,Bahia,30
Pintadas,Bahia,30
Piraí do Norte,Bahia,30
Piripá,Bahia,30
Piritiba,Bahia,30
Planaltino,Bahia,30
Planalto,Bahia,30
Poções,Bahia,30
Pojuca,Bahia,30
Ponto Novo,Bahia,30
Porto Seguro,Bahia,30
Potiraguá,Bahia,30
Prado,Bahia,30
Presidente Dutra,Bahia,30
Presidente Jânio Quadros,Bahia,30
Presidente Tancredo Neves,Bahia,30
Queimadas,Bahia,30
Quijingue,Bahia,30
Quixabeira,Bahia,30
Rafael Jambeiro,Bahia,30
Remanso,Bahia,30
Retirolândia,Bahia,30
Riachão das Neves,Bahia,30
Riachão do Jacuípe,Bahia,30
Riacho de Santana,Bahia,30
Ribeira do Amparo,Bahia,30
Ribeira do Pombal,Bahia,30
Ribeirão do Largo,Bahia,30
Rio de Contas,Bahia,30
Rio do Antônio,Bahia,30
Rio do Pires,Bahia,30
Rio Real,Bahia,30
Rodelas,Bahia,30
Ruy Barbosa,Bahia,30
Salinas da Margarida,Bahia,30
Salvador,Bahia,30
Santa Bárbara,Bahia,30
Santa Brígida,Bahia,30
Santa Cruz Cabrália,Bahia,30
Santa Cruz da Vitória,Bahia,30
Santa Inês,Bahia,30
Santa Luzia,Bahia,30
Santa Maria da Vitória,Bahia,30
Santa Rita de Cássia,Bahia,30
Santa Teresinha,Bahia,30
Santaluz,Bahia,30
Santana,Bahia,30
Santanópolis,Bahia,30
Santo Amaro,Bahia,30
Santo Antônio de Jesus,Bahia,30
Santo Estêvão,Bahia,30
São Desidério,Bahia,30
São Domingos,Bahia,30
São Felipe,Bahia,30
São Félix,Bahia,30
São Félix do Coribe,Bahia,30
São Francisco do Conde,Bahia,30
São Gabriel,Bahia,30
São Gonçalo dos Campos,Bahia,30
São José da Vitória,Bahia,30
São José do Jacuípe,Bahia,30
São Miguel das Matas,Bahia,30
São Sebastião do Passé,Bahia,30
Sapeaçu,Bahia,30
Sátiro Dias,Bahia,30
Saubara,Bahia,30
Saúde,Bahia,30
Seabra,Bahia,30
Sebastião Laranjeiras,Bahia,30
Senhor do Bonfim,Bahia,30
Sento Sé,Bahia,30
Serra do Ramalho,Bahia,30
Serra Dourada,Bahia,30
Serra Preta,Bahia,30
Serrinha,Bahia,30
Serrolândia,Bahia,30
Simões Filho,Bahia,30
Sítio do Mato,Bahia,30
Sítio do Quinto,Bahia,30
Sobradinho,Bahia,30
Souto Soares,Bahia,30
Tabocas do Brejo Velho,Bahia,30
Tanhaçu,Bahia,30
Tanque Novo,Bahia,30
Tanquinho,Bahia,30
Taperoá,Bahia,30
Tapiramutá,Bahia,30
Teixeira de Freitas,Bahia,30
Teodoro Sampaio,Bahia,30
Teofilândia,Bahia,30
Teolândia,Bahia,30
Terra Nova,Bahia,30
Tremedal,Bahia,30
Tucano,Bahia,30
Uauá,Bahia,30
Ubaíra,Bahia,30
Ubaitaba,Bahia,30
Ubatã,Bahia,30
Uibaí,Bahia,30
Umburanas,Bahia,30
Una,Bahia,30
Urandi,Bahia,30
Uruçuca,Bahia,30
Utinga,Bahia,30
Valença,Bahia,30
Valente,Bahia,30
Várzea da Roça,Bahia,30
Várzea do Poço,Bahia,30
Várzea Nova,Bahia,30
Varzedo,Bahia,30
Vera Cruz,Bahia,30
Vereda,Bahia,30
Vitória da Conquista,Bahia,30
Wagner,Bahia,30
Wanderley,Bahia,30
Wenceslau Guimarães,Bahia,30
Xique-xique,Bahia,30
Abaiara,Ceará,30
Acarape,Ceará,30
Acaraú,Ceará,30
Acopiara,Ceará,30
Aiuaba,Ceará,30
Alcântaras,Ceará,30
Altaneira,Ceará,30
Alto Santo,Ceará,30
Amontada,Ceará,30
Antonina do Norte,Ceará,30
Apuiarés,Ceará,30
Aquiraz,Ceará,30
Aracati,Ceará,30
Aracoiaba,Ceará,30
Ararendá,Ceará,30
Araripe,Ceará,30
Aratuba,Ceará,30
Arneiroz,Ceará,30
Assaré,Ceará,30
Aurora,Ceará,30
Baixio,Ceará,30
Banabuiú,Ceará,30
Barbalha,Ceará,30
Barreira,Ceará,30
Barro,Ceará,30
Barroquinha,Ceará,30
Baturité,Ceará,30
Beberibe,Ceará,30
Bela Cruz,Ceará,30
Boa Viagem,Ceará,30
Brejo Santo,Ceará,30
Camocim,Ceará,30
Campos Sales,Ceará,30
Canindé,Ceará,30
Capistrano,Ceará,30
Caridade,Ceará,30
Cariré,Ceará,30
Caririaçu,Ceará,30
Cariús,Ceará,30
Carnaubal,Ceará,30
Cascavel,Ceará,30
Catarina,Ceará,30
Catunda,Ceará,30
Caucaia,Ceará,30
Cedro,Ceará,30
Chaval,Ceará,30
Choró,Ceará,30
Chorozinho,Ceará,30
Coreaú,Ceará,30
Crateús,Ceará,30
Crato,Ceará,30
Croatá,Ceará,30
Cruz,Ceará,30
Deputado Irapuan Pinheiro,Ceará,30
Ererê,Ceará,30
Eusébio,Ceará,30
Farias Brito,Ceará,30
Forquilha,Ceará,30
Fortaleza,Ceará,30
Fortim,Ceará,30
Frecheirinha,Ceará,30
General Sampaio,Ceará,30
Graça,Ceará,30
Granja,Ceará,30
Granjeiro,Ceará,30
Groaíras,Ceará,30
Guaiúba,Ceará,30
Guaraciaba do Norte,Ceará,30
Guaramiranga,Ceará,30
Hidrolândia,Ceará,30
Horizonte,Ceará,30
Ibaretama,Ceará,30
Ibiapina,Ceará,30
Ibicuitinga,Ceará,30
Icapuí,Ceará,30
Icó,Ceará,30
Iguatu,Ceará,30
Independência,Ceará,30
Ipaporanga,Ceará,30
Ipaumirim,Ceará,30
Ipu,Ceará,30
Ipueiras,Ceará,30
Iracema,Ceará,30
Irauçuba,Ceará,30
Itaiçaba,Ceará,30
Itaitinga,Ceará,30
Itapagé,Ceará,30
Itapipoca,Ceará,30
Itapiúna,Ceará,30
Itarema,Ceará,30
Itatira,Ceará,30
Jaguaretama,Ceará,30
Jaguaribara,Ceará,30
Jaguaribe,Ceará,30
Jaguaruana,Ceará,30
Jardim,Ceará,30
Jati,Ceará,30
Jijoca de Jericoacoara,Ceará,30
Juazeiro do Norte,Ceará,30
Jucás,Ceará,30
Lavras da Mangabeira,Ceará,30
Limoeiro do Norte,Ceará,30
Madalena,Ceará,30
Maracanaú,Ceará,30
Maranguape,Ceará,30
Marco,Ceará,30
Martinópole,Ceará,30
Massapê,Ceará,30
Mauriti,Ceará,30
Meruoca,Ceará,30
Milagres,Ceará,30
Milhã,Ceará,30
Miraíma,Ceará,30
Missão Velha,Ceará,30
Mombaça,Ceará,30
Monsenhor Tabosa,Ceará,30
Morada Nova,Ceará,30
Moraújo,Ceará,30
Morrinhos,Ceará,30
Mucambo,Ceará,30
Mulungu,Ceará,30
Nova Olinda,Ceará,30
Nova Russas,Ceará,30
Novo Oriente,Ceará,30
Ocara,Ceará,30
Orós,Ceará,30
Pacajus,Ceará,30
Pacatuba,Ceará,30
Pacoti,Ceará,30
Pacujá,Ceará,30
Palhano,Ceará,30
Palmácia,Ceará,30
Paracuru,Ceará,30
Paraipaba,Ceará,30
Parambu,Ceará,30
Paramoti,Ceará,30
Pedra Branca,Ceará,30
Penaforte,Ceará,30
Pentecoste,Ceará,30
Pereiro,Ceará,30
Pindoretama,Ceará,30
Piquet Carneiro,Ceará,30
Pires Ferreira,Ceará,30
Poranga,Ceará,30
Porteiras,Ceará,30
Potengi,Ceará,30
Potiretama,Ceará,30
Quiterianópolis,Ceará,30
Quixadá,Ceará,30
Quixelô,Ceará,30
Quixeramobim,Ceará,30
Quixeré,Ceará,30
Redenção,Ceará,30
Reriutaba,Ceará,30
Russas,Ceará,30
Saboeiro,Ceará,30
Salitre,Ceará,30
Santa Quitéria,Ceará,30
Santana do Acaraú,Ceará,30
Santana do Cariri,Ceará,30
São Benedito,Ceará,30
São Gonçalo do Amarante,Ceará,30
São João do Jaguaribe,Ceará,30
São Luís do Curu,Ceará,30
Senador Pompeu,Ceará,30
Senador Sá,Ceará,30
Sobral,Ceará,30
Solonópole,Ceará,30
Tabuleiro do Norte,Ceará,30
Tamboril,Ceará,30
Tarrafas,Ceará,30
Tauá,Ceará,30
Tejuçuoca,Ceará,30
Tianguá,Ceará,30
Trairi,Ceará,30
Tururu,Ceará,30
Ubajara,Ceará,30
Umari,Ceará,30
Umirim,Ceará,30
Uruburetama,Ceará,30
Uruoca,Ceará,30
Varjota,Ceará,30
Várzea Alegre,Ceará,30
Viçosa do Ceará,Ceará,30
Afonso Cláudio,Espírito Santo,35
Água Doce do Norte,Espírito Santo,30
Águia Branca,Espírito Santo,30
Alegre,Espírito Santo,35
Alfredo Chaves,Espírito Santo,35
Alto Rio Novo,Espírito Santo,35
Anchieta,Espírito Santo,35
Apiacá,Espírito Santo,35
Aracruz,Espírito Santo,35
Atilio Vivacqua,Espírito Santo,35
Baixo Guandu,Espírito Santo,35
Barra de São Francisco,Espírito Santo,30
Boa Esperança,Espírito Santo,30
Bom Jesus do Norte,Espírito Santo,35
Brejetuba,Espírito Santo,35
Cachoeiro de Itapemirim,Espírito Santo,35
Cariacica,Espírito Santo,35
Castelo,Espírito Santo,35
Colatina,Espírito Santo,35
Conceição da Barra,Espírito Santo,30
Conceição do Castelo,Espírito Santo,35
Divino de São Lourenço,Espírito Santo,35
Domingos Martins,Espírito Santo,35
Dores do Rio Preto,Espírito Santo,35
Ecoporanga,Espírito Santo,30
Fundão,Espírito Santo,35
Governador Lindenberg,Espírito Santo,35
Guaçuí,Espírito Santo,35
Guarapari,Espírito Santo,35
Ibatiba,Espírito Santo,35
Ibiraçu,Espírito Santo,35
Ibitirama,Espírito Santo,35
Iconha,Espírito Santo,35
Irupi,Espírito Santo,35
Itaguaçu,Espírito Santo,35
Itapemirim,Espírito Santo,35
Itarana,Espírito Santo,35
Iúna,Espírito Santo,35
Jaguaré,Espírito Santo,30
Jerônimo Monteiro,Espírito Santo,35
João Neiva,Espírito Santo,35
Laranja da Terra,Espírito Santo,35
Linhares,Espírito Santo,35
Mantenópolis,Espírito Santo,30
Marataízes,Espírito Santo,35
Marechal Floriano,Espírito Santo,35
Marilândia,Espírito Santo,35
Mimoso do Sul,Espírito Santo,35
Montanha,Espírito Santo,30
Mucurici,Espírito Santo,30
Muniz Freire,Espírito Santo,35
Muqui,Espírito Santo,35
Nova Venécia,Espírito Santo,30
Pancas,Espírito Santo,35
Pedro Canário,Espírito Santo,30
Pinheiros,Espírito Santo,30
Piúma,Espírito Santo,35
Ponto Belo,Espírito Santo,30
Presidente Kennedy,Espírito Santo,35
Rio Bananal,Espírito Santo,35
Rio Novo do Sul,Espírito Santo,35
Santa Leopoldina,Espírito Santo,35
Santa Maria de Jetibá,Espírito Santo,35
Santa Teresa,Espírito Santo,35
São Domingos do Norte,Espírito Santo,35
São Gabriel da Palha,Espírito Santo,35
São José do Calçado,Espírito Santo,35
São Mateus,Espírito Santo,30
São Roque do Canaã,Espírito Santo,35
Serra,Espírito Santo,35
Sooretama,Espírito Santo,35
Vargem Alta,Espírito Santo,35
Venda Nova do Imigrante,Espírito Santo,35
Viana,Espírito Santo,35
Vila Pavão,Espírito Santo,30
Vila Valério,Espírito Santo,30
Vila Velha,Espírito Santo,35
Vitória,Espírito Santo,35
Abadia de Goiás,Goiás,35
Abadiânia,Goiás,30
Acreúna,Goiás,35
Adelândia,Goiás,30
Água Fria de Goiás,Goiás,30
Água Limpa,Goiás,35
Águas Lindas de Goiás,Goiás,35
Alexânia,Goiás,30
Aloândia,Goiás,35
Alto Horizonte,Goiás,30
Alto Paraíso de Goiás,Goiás,30
Alvorada do Norte,Goiás,30
Amaralina,Goiás,30
Americano do Brasil,Goiás,30
Amorinópolis,Goiás,35
Anápolis,Goiás,30
Anhanguera,Goiás,35
Anicuns,Goiás,30
Aparecida de Goiânia,Goiás,35
Aparecida do Rio Doce,Goiás,35
Aporé,Goiás,35
Araçu,Goiás,30
Aragarças,Goiás,30
Aragoiânia,Goiás,35
Araguapaz,Goiás,30
Arenópolis,Goiás,35
Aruanã,Goiás,30
Aurilândia,Goiás,35
Avelinópolis,Goiás,30
Baliza,Goiás,35
Barro Alto,Goiás,30
Bela Vista de Goiás,Goiás,35
Bom Jardim de Goiás,Goiás,35
Bom Jesus de Goiás,Goiás,35
Bonfinópolis,Goiás,35
Bonópolis,Goiás,30
Brasília,Goiás,35
Brazabrantes,Goiás,30
Britânia,Goiás,30
Buriti Alegre,Goiás,35
Buriti de Goiás,Goiás,30
Buritinópolis,Goiás,30
Cabeceiras,Goiás,35
Cachoeira Alta,Goiás,35
Cachoeira de Goiás,Goiás,35
Cachoeira Dourada,Goiás,35
Caçu,Goiás,35
Caiapônia,Goiás,35
Caldas Novas,Goiás,35
Caldazinha,Goiás,35
Campestre de Goiás,Goiás,35
Campinaçu,Goiás,30
Campinorte,Goiás,30
Campo Alegre de Goiás,Goiás,35
Campo Limpo de Goiás,Goiás,30
Campos Belos,Goiás,30
Campos Verdes,Goiás,30
Carmo do Rio Verde,Goiás,30
Castelândia,Goiás,35
Catalão,Goiás,35
Caturaí,Goiás,30
Cavalcante,Goiás,30
Ceres,Goiás,30
Cezarina,Goiás,35
Chapadão do Céu,Goiás,35
Cidade Ocidental,Goiás,35
Cocalzinho de Goiás,Goiás,30
